strategy,symbol,sessions,trades,trades_per_session,win_rate,expectancy_pct,expectancy_bps,gross_bps,cost_bps,payoff_ratio,profit_factor,t_stat,p_value,kelly,suggested_size,stdev_pct,trades_needed,avg_bars_held,bonferroni_t_bar,clears_bar
SMA crossover,QQQ,383,302,0.7885117493472585,0.41721854304635764,-0.028398322727908754,-2.8398322727908756,-0.7198322727908752,2.12,1.031151359233282,0.7382106321783725,-1.4918161806642034,0.13574734091125507,0.0,0.0,0.3308116904143601,,16.0,3.3840362518645586,False
SMA crossover,IWM,383,305,0.7963446475195822,0.419672131147541,-0.02721070953898578,-2.721070953898578,-0.6210709538985782,2.1,1.0998900351730225,0.7954007034019598,-1.2596824409834597,0.2077839421406642,0.0,0.0,0.37724953269444905,,15.491803278688524,3.3840362518645586,False
SMA crossover,AAPL,383,299,0.7806788511749347,0.411371237458194,-0.03735249936783334,-3.7352499367833336,0.2647500632166657,4.0,1.0957018804099294,0.7657462005137575,-1.3758843353656682,0.16885744570130923,0.0,0.0,0.46943269612529065,,14.240802675585284,3.3840362518645586,False
SMA crossover,NVDA,209,174,0.8325358851674641,0.39655172413793105,-0.028741792270869655,-2.8741792270869655,1.125820772913035,4.0,1.3117620957564986,0.8620150914971277,-0.5500470876490002,0.5822870771551723,0.0,0.0,0.6892687688570951,,15.264367816091953,3.3840362518645586,False
SMA crossover,ALL,1741,1385,0.7955198161975876,0.4122743682310469,-0.028171113839750597,-2.8171113839750594,-0.17617997603282182,,1.1229527572405646,0.7877223886785779,-2.4855098488924603,0.012936600747128768,0.0,0.0,0.4218066447586101,,15.298194945848376,3.3840362518645586,False
Sell in May,SPY,383,163,0.4255874673629243,0.5460122699386503,0.028138779014713285,2.8138779014713284,4.4038779014713265,1.59,0.9184424237101699,1.1046131852730423,0.3510175381358754,0.7255751910193777,0.05171048428353414,0.012927621070883535,1.0234584947881045,10372.0,59.607361963190186,3.3840362518645586,False
Sell in May,QQQ,383,163,0.4255874673629243,0.558282208588957,0.02505707369947652,2.505707369947652,4.625707369947652,2.12,0.851292367398635,1.0759389643510526,0.2642315045662833,0.7916015363302147,0.039403139156164224,0.009850784789041056,1.2107083979679438,18304.0,59.607361963190186,3.3840362518645586,False
Sell in May,IWM,383,163,0.4255874673629243,0.5030674846625767,0.08762715263134924,8.762715263134924,10.862715263134922,2.1,1.2382296735364637,1.2535164596295065,0.9056608043622968,0.3651154145801274,0.10174249144209274,0.025435622860523185,1.2352843222658922,1559.0,59.607361963190186,3.3840362518645586,False
Sell in May,AAPL,383,163,0.4255874673629243,0.44171779141104295,-0.13686050773087988,-13.686050773087988,-9.686050773087986,4.0,0.9112562680191071,0.7209939703008319,-1.1996353064225105,0.2302810082514002,0.0,0.0,1.4565409866152819,,59.607361963190186,3.3840362518645586,False
Sell in May,NVDA,209,81,0.3875598086124402,0.5802469135802469,0.23317324938316286,23.317324938316286,27.31732493831629,4.0,1.005239853470267,1.3895962680324276,0.8797055721787196,0.3790188299939796,0.16268180713257607,0.04067045178314402,2.385524555961464,821.0,59.20987654320987,3.3840362518645586,False
Sell in May,ALL,1741,733,0.42102240091901205,0.519781718963165,0.02664791311217686,2.664791311217686,5.2882974503718465,,0.9877867337120733,1.069166890750852,0.5105513664637645,0.6096652377308913,0.033625887296759804,0.008406471824189951,1.4131092787202595,22047.0,59.56343792633015,3.3840362518645586,False
Stochastic reversion,SPY,383,431,1.1253263707571801,0.4918793503480278,-0.02794061089657936,-2.794061089657936,-1.2040610896579362,1.59,0.784319127897449,0.7592495667317771,-1.5491699354984694,0.12134087462381471,0.0,0.0,0.3744341680392495,,19.22273781902552,3.3840362518645586,False
