label,leg,n,mean_bps,ann_ret_arith_pct,ann_ret_geom_pct,ann_vol_pct,sharpe,t,p,win_rate,start,end,period,universe,n_names
ALL40,overnight,9239,4.440986778868567,11.191286682748789,11.175165350866289,10.887737722039862,1.0278798928168944,6.2237850306703635,4.85302020791778e-10,0.5636973698452213,1990-01-03,2026-09-10,full,ALL40,37.244290507630694
ALL40,intraday,9239,3.7705255688095414,9.501724433400044,8.542361419516237,16.153231625920345,0.5882243660861687,3.5616826731475175,0.00036848559117808044,0.5337157701049897,1990-01-03,2026-09-10,full,ALL40,37.244290507630694
ALL40,total,9239,8.171912990309409,20.59322073557971,20.56108135374522,19.43031928083183,1.059849837665565,6.417362184548943,1.386557535454358e-10,0.5537395822058664,1990-01-03,2026-09-10,full,ALL40,37.244290507630694
SPY,overnight,1428,3.2765091267836035,8.256802999494681,8.070208092645496,9.943531822316789,0.8303692437493394,1.97667417449972,0.04807847181555913,0.5623249299719888,2021-01-04,2026-09-10,2021_2026,SPY,
SPY,intraday,1428,2.7672147293050666,6.973381117848768,6.199934005003375,13.885162481710694,0.5022181862858279,1.1955184109576134,0.23188454737563124,0.5357142857142857,2021-01-04,2026-09-10,2021_2026,SPY,
SPY,total,1428,6.020247929361105,15.171024781989983,14.770489673459322,16.700502672104477,0.9084172542501227,2.1624656014935546,0.03058230575647114,0.5434173669467787,2021-01-04,2026-09-10,2021_2026,SPY,
QQQ,overnight,1428,4.179653910946465,10.532727855585094,10.128842676953306,13.286816824288836,0.7927201823337282,1.887051481999253,0.05915340155238047,0.5518207282913166,2021-01-04,2026-09-10,2021_2026,QQQ,
QQQ,intraday,1428,2.783810716675494,7.0152030060222454,5.4461625181279585,18.545223023457797,0.3782754727267899,0.9004757382505277,0.36786713103279567,0.5364145658263305,2021-01-04,2026-09-10,2021_2026,QQQ,
QQQ,total,1428,6.934038634168379,17.473777358104314,16.12663842847357,22.466089030628957,0.777784568301211,1.8514976091160653,0.06409799838482488,0.5455182072829131,2021-01-04,2026-09-10,2021_2026,QQQ,
IWM,overnight,1428,5.342150062347281,13.46221815711515,13.379213260960373,13.433439237600457,1.0021423344391316,2.38557591886997,0.01705240231957328,0.5483193277310925,2021-01-04,2026-09-10,2021_2026,IWM,
IWM,intraday,1428,-1.1397909094523186,-2.8722730918198427,-4.5256302041387055,18.773136614703215,-0.15299910455934487,-0.3642107182805685,0.7157006638268322,0.4964985994397759,2021-01-04,2026-09-10,2021_2026,IWM,
IWM,total,1428,4.142756839761455,10.439747236198867,8.248089340407526,22.43743615201125,0.46528253787423335,1.1075939810932052,0.26803720400960973,0.5189075630252101,2021-01-04,2026-09-10,2021_2026,IWM,
RSP,overnight,1428,3.976345379964108,10.020390357509552,10.101458616310941,8.895517372062173,1.1264539136284786,2.681496667409923,0.007329364446302833,0.5714285714285714,2021-01-04,2026-09-10,2021_2026,RSP,
RSP,intraday,1428,0.760316526728329,1.915997647355389,1.0473373219502455,13.249060473502055,0.14461385025657925,0.34424982046112457,0.7306584179820435,0.5140056022408963,2021-01-04,2026-09-10,2021_2026,RSP,
